service_date,line,estimated_boardings,ObjectId
2021-02-05 05:00:00.000000 UTC,Kingston,592.0,1797
2021-02-02 05:00:00.000000 UTC,Kingston,425.5,1816
2021-02-03 05:00:00.000000 UTC,Kingston,543.0,1828
2021-01-26 05:00:00.000000 UTC,Kingston,658.0,1840
2021-01-27 05:00:00.000000 UTC,Kingston,603.0,1852
2021-01-28 05:00:00.000000 UTC,Kingston,630.0,1864
2021-02-10 05:00:00.000000 UTC,Kingston,781.5,1867
2021-02-08 05:00:00.000000 UTC,Kingston,700.5,1888
2021-02-11 05:00:00.000000 UTC,Kingston,857.5,1896
2021-02-09 05:00:00.000000 UTC,Kingston,680.5,1911
2021-02-12 05:00:00.000000 UTC,Kingston,631.5,1917
2021-02-16 05:00:00.000000 UTC,Kingston,521.5,1929
2021-02-17 05:00:00.000000 UTC,Kingston,526.5,1941
2021-01-19 05:00:00.000000 UTC,Kingston,467.0,1960
2021-01-20 05:00:00.000000 UTC,Kingston,512.0,1972
2021-01-21 05:00:00.000000 UTC,Kingston,579.0,1984
2021-01-22 05:00:00.000000 UTC,Kingston,451.0,1996
2021-03-12 05:00:00.000000 UTC,Kingston,664.5,2004
2021-03-15 04:00:00.000000 UTC,Kingston,488.0,2016
2021-03-16 04:00:00.000000 UTC,Kingston,574.0,2028
2021-03-17 04:00:00.000000 UTC,Kingston,581.0,2040
2021-03-08 05:00:00.000000 UTC,Kingston,637.0,2058
2021-03-09 05:00:00.000000 UTC,Kingston,531.0,2070
2021-03-10 05:00:00.000000 UTC,Kingston,624.5,2118
2021-02-24 05:00:00.000000 UTC,Kingston,506.0,2119
2021-03-31 04:00:00.000000 UTC,Kingston,600.0,2120
2021-03-02 05:00:00.000000 UTC,Kingston,656.0,2122
2021-02-18 05:00:00.000000 UTC,Kingston,705.5,2137
2021-02-19 05:00:00.000000 UTC,Kingston,520.5,2149
2021-02-22 05:00:00.000000 UTC,Kingston,491.5,2161
2021-02-23 05:00:00.000000 UTC,Kingston,504.5,2173
2021-04-01 04:00:00.000000 UTC,Kingston,698.0,2185
2021-04-02 04:00:00.000000 UTC,Kingston,653.0,2197
2021-03-25 04:00:00.000000 UTC,Kingston,596.0,2209
2021-03-03 05:00:00.000000 UTC,Kingston,624.0,2241
2021-04-05 04:00:00.000000 UTC,Kingston,704.0,2246
2021-02-25 05:00:00.000000 UTC,Kingston,666.0,2247
2021-03-11 05:00:00.000000 UTC,Kingston,667.5,2253
2021-03-26 04:00:00.000000 UTC,Kingston,616.0,2269
2021-03-04 05:00:00.000000 UTC,Kingston,1385.0,2296
2021-02-26 05:00:00.000000 UTC,Kingston,598.0,2297
2021-03-29 04:00:00.000000 UTC,Kingston,439.0,2310
2021-03-05 05:00:00.000000 UTC,Kingston,571.0,2332
2021-03-01 05:00:00.000000 UTC,Kingston,673.0,2333
2021-03-30 04:00:00.000000 UTC,Kingston,725.0,2348
2021-03-18 04:00:00.000000 UTC,Kingston,587.0,2352
2021-03-19 04:00:00.000000 UTC,Kingston,682.0,2364
2021-03-22 04:00:00.000000 UTC,Kingston,562.0,2376
2021-03-23 04:00:00.000000 UTC,Kingston,749.0,2388
2021-03-24 04:00:00.000000 UTC,Kingston,762.0,2400
2021-04-27 04:00:00.000000 UTC,Kingston,722.0,2411
2021-04-28 04:00:00.000000 UTC,Kingston,733.0,2422
2021-04-29 04:00:00.000000 UTC,Kingston,687.5,2433
2021-04-30 04:00:00.000000 UTC,Kingston,770.5,2444
2021-05-13 04:00:00.000000 UTC,Kingston,1191.0,2455
2021-05-14 04:00:00.000000 UTC,Kingston,1817.0,2467
2021-05-17 04:00:00.000000 UTC,Kingston,1207.0,2479
2021-05-18 04:00:00.000000 UTC,Kingston,1448.0,2491
2021-05-19 04:00:00.000000 UTC,Kingston,1278.0,2503
2021-05-07 04:00:00.000000 UTC,Kingston,1240.0,2506
2021-05-10 04:00:00.000000 UTC,Kingston,1181.0,2518
2021-05-11 04:00:00.000000 UTC,Kingston,1280.0,2530
2021-05-12 04:00:00.000000 UTC,Kingston,1333.0,2542
2021-05-03 04:00:00.000000 UTC,Kingston,703.0,2557
2021-04-12 04:00:00.000000 UTC,Kingston,814.0,2563
2021-05-04 04:00:00.000000 UTC,Kingston,846.0,2571
2021-05-05 04:00:00.000000 UTC,Kingston,745.0,2583
2021-05-06 04:00:00.000000 UTC,Kingston,960.0,2595
2021-04-20 04:00:00.000000 UTC,Kingston,779.0,2610
2021-04-21 04:00:00.000000 UTC,Kingston,767.0,2621
2021-04-22 04:00:00.000000 UTC,Kingston,852.0,2632
2021-04-23 04:00:00.000000 UTC,Kingston,736.0,2643
2021-04-26 04:00:00.000000 UTC,Kingston,1006.0,2654
2021-04-06 04:00:00.000000 UTC,Kingston,915.0,2659
2021-04-07 04:00:00.000000 UTC,Kingston,978.0,2670
2021-04-08 04:00:00.000000 UTC,Kingston,1007.0,2681
2021-04-09 04:00:00.000000 UTC,Kingston,859.0,2692
2021-05-20 04:00:00.000000 UTC,Kingston,1297.0,2712
2021-05-21 04:00:00.000000 UTC,Kingston,1072.0,2728
2021-04-13 04:00:00.000000 UTC,Kingston,779.0,2741
2021-05-24 04:00:00.000000 UTC,Kingston,1258.0,2752
2021-04-14 04:00:00.000000 UTC,Kingston,708.0,2763
2021-05-25 04:00:00.000000 UTC,Kingston,1146.0,2776
2021-04-16 04:00:00.000000 UTC,Kingston,682.0,2784
2021-04-19 04:00:00.000000 UTC,Kingston,674.5,2795
2021-06-11 04:00:00.000000 UTC,Kingston,1350.0,2812
2021-06-14 04:00:00.000000 UTC,Kingston,1126.0,2824
2021-06-15 04:00:00.000000 UTC,Kingston,975.0,2836
2021-06-16 04:00:00.000000 UTC,Kingston,1151.0,2848
2021-05-26 04:00:00.000000 UTC,Kingston,1215.0,2859
2021-05-27 04:00:00.000000 UTC,Kingston,1317.0,2871
2021-05-28 04:00:00.000000 UTC,Kingston,1095.5,2883
2021-06-04 04:00:00.000000 UTC,Kingston,1353.0,2909
2021-07-03 04:00:00.000000 UTC,Kingston,544.0,2928
2021-05-31 04:00:00.000000 UTC,Kingston,315.0,2930
2021-06-29 04:00:00.000000 UTC,Kingston,1613.0,2933
2021-06-23 04:00:00.000000 UTC,Kingston,1405.0,2941
2021-06-17 04:00:00.000000 UTC,Kingston,1617.0,2955
2021-06-07 04:00:00.000000 UTC,Kingston,1198.0,2980
2021-06-30 04:00:00.000000 UTC,Kingston,1116.0,2995
2021-07-01 04:00:00.000000 UTC,Kingston,1332.0,3007
2021-07-02 04:00:00.000000 UTC,Kingston,1413.0,3019
2021-06-01 04:00:00.000000 UTC,Kingston,1279.0,3028
2021-07-04 04:00:00.000000 UTC,Kingston,475.0,3034
2021-06-24 04:00:00.000000 UTC,Kingston,1689.0,3048
2021-06-18 04:00:00.000000 UTC,Kingston,1206.0,3055
2021-06-08 04:00:00.000000 UTC,Kingston,1228.0,3076
2021-06-02 04:00:00.000000 UTC,Kingston,1397.0,3087
2021-07-05 04:00:00.000000 UTC,Kingston,541.0,3094
2021-06-21 04:00:00.000000 UTC,Kingston,1376.0,3104
2021-06-25 04:00:00.000000 UTC,Kingston,1485.0,3107
2021-06-09 04:00:00.000000 UTC,Kingston,1317.0,3126
2021-06-28 04:00:00.000000 UTC,Kingston,1280.0,3138
2021-06-03 04:00:00.000000 UTC,Kingston,1395.0,3170
2021-06-22 04:00:00.000000 UTC,Kingston,1483.0,3173
2021-07-06 04:00:00.000000 UTC,Kingston,1204.0,3176
2021-06-10 04:00:00.000000 UTC,Kingston,1400.0,3179
2021-07-24 04:00:00.000000 UTC,Kingston,143.0,3206
2021-07-25 04:00:00.000000 UTC,Kingston,151.0,3218
2021-07-26 04:00:00.000000 UTC,Kingston,1399.0,3230
2021-07-27 04:00:00.000000 UTC,Kingston,1431.0,3242
2021-08-06 04:00:00.000000 UTC,Kingston,1341.0,3262
2021-08-07 04:00:00.000000 UTC,Kingston,429.0,3274
2021-08-08 04:00:00.000000 UTC,Kingston,369.0,3286
2021-08-09 04:00:00.000000 UTC,Kingston,1198.0,3298
2021-07-20 04:00:00.000000 UTC,Kingston,1300.0,3308
2021-07-21 04:00:00.000000 UTC,Kingston,1160.0,3320
2021-07-22 04:00:00.000000 UTC,Kingston,1251.0,3332
2021-07-23 04:00:00.000000 UTC,Kingston,1130.0,3344
2021-07-16 04:00:00.000000 UTC,Kingston,1280.0,3360
2021-07-17 04:00:00.000000 UTC,Kingston,258.0,3372
2021-07-18 04:00:00.000000 UTC,Kingston,229.0,3384
2021-07-19 04:00:00.000000 UTC,Kingston,1111.0,3396
2021-07-07 04:00:00.000000 UTC,Kingston,1122.0,3402
2021-07-08 04:00:00.000000 UTC,Kingston,1243.0,3414
2021-07-09 04:00:00.000000 UTC,Kingston,1123.0,3426
2021-07-10 04:00:00.000000 UTC,Kingston,587.0,3438
2021-07-11 04:00:00.000000 UTC,Kingston,549.0,3450
2021-07-28 04:00:00.000000 UTC,Kingston,1742.0,3453
2021-07-29 04:00:00.000000 UTC,Kingston,1393.0,3465
2021-07-30 04:00:00.000000 UTC,Kingston,959.0,3477
2021-07-31 04:00:00.000000 UTC,Kingston,350.0,3489
2021-08-01 04:00:00.000000 UTC,Kingston,393.0,3501
2021-08-02 04:00:00.000000 UTC,Kingston,1289.0,3513
2021-08-03 04:00:00.000000 UTC,Kingston,1556.0,3525
2021-08-04 04:00:00.000000 UTC,Kingston,1118.0,3537
2021-08-05 04:00:00.000000 UTC,Kingston,1337.7427,3549
2021-07-12 04:00:00.000000 UTC,Kingston,1282.0,3562
2021-07-13 04:00:00.000000 UTC,Kingston,1333.0,3574
2021-07-14 04:00:00.000000 UTC,Kingston,1548.0,3586
2021-07-15 04:00:00.000000 UTC,Kingston,1464.0,3598
2021-08-14 04:00:00.000000 UTC,Kingston,491.0,3607
2021-08-15 04:00:00.000000 UTC,Kingston,405.0,3619
2021-08-16 04:00:00.000000 UTC,Kingston,1687.0,3631
2021-08-17 04:00:00.000000 UTC,Kingston,1128.0,3643
2021-08-26 04:00:00.000000 UTC,Kingston,1697.0,3657
2021-08-27 04:00:00.000000 UTC,Kingston,1498.0,3669
2021-08-28 04:00:00.000000 UTC,Kingston,445.0,3681
2021-08-22 04:00:00.000000 UTC,Kingston,266.0,3701
2021-08-18 04:00:00.000000 UTC,Kingston,1318.0,3711
2021-09-08 04:00:00.000000 UTC,Kingston,2255.0,3721
2021-08-29 04:00:00.000000 UTC,Kingston,530.0,3723
2021-09-04 04:00:00.000000 UTC,Kingston,427.0,3738
2021-08-10 04:00:00.000000 UTC,Kingston,1690.0,3748
2021-08-23 04:00:00.000000 UTC,Kingston,1506.0,3755
2021-08-24 04:00:00.000000 UTC,Kingston,2037.0,3767
2021-08-25 04:00:00.000000 UTC,Kingston,1719.0,3779
2021-08-11 04:00:00.000000 UTC,Kingston,1481.0,3802
2021-08-12 04:00:00.000000 UTC,Kingston,1363.0,3821
2021-09-09 04:00:00.000000 UTC,Kingston,2580.0,3822
2021-08-31 04:00:00.000000 UTC,Kingston,2066.0,3824
2021-08-13 04:00:00.000000 UTC,Kingston,1184.0,3862
2021-09-10 04:00:00.000000 UTC,Kingston,1968.0,3879
2021-09-01 04:00:00.000000 UTC,Kingston,1690.0,3880
2021-09-11 04:00:00.000000 UTC,Kingston,338.0,3903
2021-09-02 04:00:00.000000 UTC,Kingston,2040.0,3904
2021-08-19 04:00:00.000000 UTC,Kingston,1524.0,3915
2021-08-30 04:00:00.000000 UTC,Kingston,2053.0,3924
2021-09-05 04:00:00.000000 UTC,Kingston,586.0,3933
2021-09-03 04:00:00.000000 UTC,Kingston,1956.0,3947
2021-08-20 04:00:00.000000 UTC,Kingston,1238.0,3958
2021-09-06 04:00:00.000000 UTC,Kingston,610.0,3963
2021-09-07 04:00:00.000000 UTC,Kingston,2081.0,3975
2021-08-21 04:00:00.000000 UTC,Kingston,478.0,3991
2021-09-25 04:00:00.000000 UTC,Kingston,450.0,4011
2021-09-26 04:00:00.000000 UTC,Kingston,439.0,4023
2021-09-27 04:00:00.000000 UTC,Kingston,2478.0,4035
2021-09-28 04:00:00.000000 UTC,Kingston,3269.0,4047
2021-09-12 04:00:00.000000 UTC,Kingston,379.0,4055
2021-09-13 04:00:00.000000 UTC,Kingston,1990.0,4067
2021-09-14 04:00:00.000000 UTC,Kingston,2556.0,4079
2021-09-15 04:00:00.000000 UTC,Kingston,2456.0,4091
2021-09-20 04:00:00.000000 UTC,Kingston,2392.0,4101
2021-10-11 04:00:00.000000 UTC,Kingston,1162.0,4105
2021-10-12 04:00:00.000000 UTC,Kingston,2094.0,4117
2021-10-13 04:00:00.000000 UTC,Kingston,1966.0,4129
2021-09-16 04:00:00.000000 UTC,Kingston,2561.0,4143
2021-10-14 04:00:00.000000 UTC,Kingston,2132.0,4151
2021-10-07 04:00:00.000000 UTC,Kingston,2752.0,4161
2021-10-03 04:00:00.000000 UTC,Kingston,497.0,4182
2021-10-04 04:00:00.000000 UTC,Kingston,2494.0,4194
2021-10-05 04:00:00.000000 UTC,Kingston,2542.0,4206
2021-10-06 04:00:00.000000 UTC,Kingston,2760.0,4218
2021-09-29 04:00:00.000000 UTC,Kingston,2579.0,4231
2021-09-17 04:00:00.000000 UTC,Kingston,2179.0,4258
2021-09-21 04:00:00.000000 UTC,Kingston,2514.0,4263
2021-09-30 04:00:00.000000 UTC,Kingston,2754.0,4265
2021-10-08 04:00:00.000000 UTC,Kingston,2362.0,4272
2021-10-09 04:00:00.000000 UTC,Kingston,471.0,4296
2021-10-10 04:00:00.000000 UTC,Kingston,354.0,4308
2021-09-18 04:00:00.000000 UTC,Kingston,639.0,4322
2021-09-19 04:00:00.000000 UTC,Kingston,446.0,4334
2021-10-01 04:00:00.000000 UTC,Kingston,2278.0,4352
2021-09-22 04:00:00.000000 UTC,Kingston,2434.0,4363
2021-10-02 04:00:00.000000 UTC,Kingston,427.0,4376
2021-09-23 04:00:00.000000 UTC,Kingston,2719.0,4387
2021-09-24 04:00:00.000000 UTC,Kingston,2104.0,4399
2021-10-24 04:00:00.000000 UTC,Kingston,398.0,4409
2021-10-25 04:00:00.000000 UTC,Kingston,1460.0,4421
2021-10-26 04:00:00.000000 UTC,Kingston,2277.0,4433
2021-10-27 04:00:00.000000 UTC,Kingston,1661.0,4445
2021-11-14 05:00:00.000000 UTC,Kingston,509.0,4461
2021-11-15 05:00:00.000000 UTC,Kingston,3017.0,4473
2021-11-16 05:00:00.000000 UTC,Kingston,2544.0,4485
2021-11-17 05:00:00.000000 UTC,Kingston,2554.0,4497
2021-10-28 04:00:00.000000 UTC,Kingston,1695.0,4509
2021-10-29 04:00:00.000000 UTC,Kingston,1568.0,4521
2021-10-30 04:00:00.000000 UTC,Kingston,433.0,4533
2021-11-09 05:00:00.000000 UTC,Kingston,2182.0,4540
2021-10-15 04:00:00.000000 UTC,Kingston,1884.0,4543
2021-11-05 04:00:00.000000 UTC,Kingston,2035.0,4551
2021-11-01 04:00:00.000000 UTC,Kingston,1868.0,4560
2021-10-31 04:00:00.000000 UTC,Kingston,432.0,4585
2021-10-20 04:00:00.000000 UTC,Kingston,2300.0,4589
2021-11-10 05:00:00.000000 UTC,Kingston,2783.019,4614
2021-10-16 04:00:00.000000 UTC,Kingston,423.0,4619
2021-10-17 04:00:00.000000 UTC,Kingston,501.0,4631
2021-10-18 04:00:00.000000 UTC,Kingston,2550.0,4643
2021-10-19 04:00:00.000000 UTC,Kingston,1611.0,4655
2021-11-02 04:00:00.000000 UTC,Kingston,2186.0,4659
2021-11-06 04:00:00.000000 UTC,Kingston,462.0,4673
2021-10-21 04:00:00.000000 UTC,Kingston,2103.0,4684
2021-11-03 04:00:00.000000 UTC,Kingston,2022.0,4685
2021-11-11 05:00:00.000000 UTC,Kingston,2065.0,4716
2021-11-12 05:00:00.000000 UTC,Kingston,1978.0,4728
2021-11-13 05:00:00.000000 UTC,Kingston,483.0,4740
2021-11-07 04:00:00.000000 UTC,Kingston,443.0,4743
2021-11-08 05:00:00.000000 UTC,Kingston,2421.0,4755
2021-10-22 04:00:00.000000 UTC,Kingston,1684.0,4771
2021-10-23 04:00:00.000000 UTC,Kingston,480.0,4783
2021-11-04 04:00:00.000000 UTC,Kingston,2107.0,4791
2021-12-04 05:00:00.000000 UTC,Kingston,569.0,4801
2021-12-05 05:00:00.000000 UTC,Kingston,645.0,4813
2021-12-06 05:00:00.000000 UTC,Kingston,2691.0,4825
2021-12-07 05:00:00.000000 UTC,Kingston,2737.0,4837
2021-12-08 05:00:00.000000 UTC,Kingston,2617.0,4849
2021-11-22 05:00:00.000000 UTC,Kingston,1859.915,4860
2021-11-23 05:00:00.000000 UTC,Kingston,2032.112,4872
2021-11-24 05:00:00.000000 UTC,Kingston,1882.134,4884
2021-11-30 05:00:00.000000 UTC,Kingston,2614.0,4907
2021-11-26 05:00:00.000000 UTC,Kingston,1350.0,4920
2021-11-25 05:00:00.000000 UTC,Kingston,464.0,4923
2021-12-13 05:00:00.000000 UTC,Kingston,2428.0,4934
2021-12-14 05:00:00.000000 UTC,Kingston,2320.0,4946
2021-12-15 05:00:00.000000 UTC,Kingston,2228.0,4958
2021-12-16 05:00:00.000000 UTC,Kingston,2398.0,4970
2021-11-27 05:00:00.000000 UTC,Kingston,457.0,4992
2021-12-17 05:00:00.000000 UTC,Kingston,1898.0,5008
2021-11-18 05:00:00.000000 UTC,Kingston,2253.839,5012
2021-11-28 05:00:00.000000 UTC,Kingston,468.0,5016
2021-12-09 05:00:00.000000 UTC,Kingston,2722.0,5019
2021-12-01 05:00:00.000000 UTC,Kingston,2280.0,5046
2021-11-29 05:00:00.000000 UTC,Kingston,2506.0,5056
2021-12-10 05:00:00.000000 UTC,Kingston,2003.0,5069
2021-12-11 05:00:00.000000 UTC,Kingston,363.0,5081
2021-12-12 05:00:00.000000 UTC,Kingston,512.0,5093
2021-12-18 05:00:00.000000 UTC,Kingston,403.0,5102
2021-11-19 05:00:00.000000 UTC,Kingston,2194.126,5115
2021-12-02 05:00:00.000000 UTC,Kingston,2984.0,5131
2021-12-19 05:00:00.000000 UTC,Kingston,526.0,5138
2021-11-20 05:00:00.000000 UTC,Kingston,476.0,5152
2021-12-03 05:00:00.000000 UTC,Kingston,2593.0,5166
2021-12-20 05:00:00.000000 UTC,Kingston,1885.0,5174
2021-11-21 05:00:00.000000 UTC,Kingston,510.0,5188
2022-01-07 05:00:00.000000 UTC,Kingston,899.0,5209
2022-01-08 05:00:00.000000 UTC,Kingston,430.0,5221
2022-01-09 05:00:00.000000 UTC,Kingston,293.0,5233
2022-01-10 05:00:00.000000 UTC,Kingston,1337.0,5245
2021-12-29 05:00:00.000000 UTC,Kingston,1140.0,5247
2021-12-25 05:00:00.000000 UTC,Kingston,247.0,5256
2021-12-26 05:00:00.000000 UTC,Kingston,351.0,5268
2021-12-27 05:00:00.000000 UTC,Kingston,1274.0,5280
2021-12-21 05:00:00.000000 UTC,Kingston,1873.0,5305
2022-01-15 05:00:00.000000 UTC,Kingston,367.0,5306
2022-01-19 05:00:00.000000 UTC,Kingston,1420.0,5311
2021-12-28 05:00:00.000000 UTC,Kingston,1248.0,5321
2022-01-11 05:00:00.000000 UTC,Kingston,1189.0,5337
2022-01-03 05:00:00.000000 UTC,Kingston,1331.0,5359
2021-12-30 05:00:00.000000 UTC,Kingston,1222.0,5364
2021-12-22 05:00:00.000000 UTC,Kingston,1684.0,5384
2022-01-16 05:00:00.000000 UTC,Kingston,293.0,5390
2022-01-20 05:00:00.000000 UTC,Kingston,1721.0,5393
2022-01-12 05:00:00.000000 UTC,Kingston,1131.0,5426
2022-01-04 05:00:00.000000 UTC,Kingston,1485.0,5439
2021-12-31 05:00:00.000000 UTC,Kingston,1241.0,5442
2021-12-23 05:00:00.000000 UTC,Kingston,1586.0,5459
2022-01-17 05:00:00.000000 UTC,Kingston,679.0,5464
2022-01-21 05:00:00.000000 UTC,Kingston,1551.0,5467
2022-01-13 05:00:00.000000 UTC,Kingston,1598.0,5473
2022-01-14 05:00:00.000000 UTC,Kingston,1311.0,5485
2021-12-24 05:00:00.000000 UTC,Kingston,742.0,5503
2022-01-22 05:00:00.000000 UTC,Kingston,388.0,5524
2022-01-01 05:00:00.000000 UTC,Kingston,305.0,5543
2022-01-02 05:00:00.000000 UTC,Kingston,375.0,5555
2022-01-18 05:00:00.000000 UTC,Kingston,1476.0,5568
2022-01-05 05:00:00.000000 UTC,Kingston,1428.0,5585
2022-01-06 05:00:00.000000 UTC,Kingston,1549.0,5597
2022-02-01 05:00:00.000000 UTC,Kingston,1654.0,5611
2022-01-23 05:00:00.000000 UTC,Kingston,356.0,5623
2022-02-17 05:00:00.000000 UTC,Kingston,2455.0,5627
2022-02-13 05:00:00.000000 UTC,Kingston,431.0,5633
2022-01-28 05:00:00.000000 UTC,Kingston,1432.0,5654
2022-02-09 05:00:00.000000 UTC,Kingston,2323.0,5661
2022-02-05 05:00:00.000000 UTC,Kingston,388.0,5668
2022-02-02 05:00:00.000000 UTC,Kingston,1711.0,5682
2022-01-24 05:00:00.000000 UTC,Kingston,1471.0,5691
2022-01-25 05:00:00.000000 UTC,Kingston,1631.0,5703
2022-01-26 05:00:00.000000 UTC,Kingston,1573.0,5715
2022-01-27 05:00:00.000000 UTC,Kingston,1690.0,5727
2022-01-29 05:00:00.000000 UTC,Kingston,299.0,5736
2022-01-30 05:00:00.000000 UTC,Kingston,253.0,5748
2022-01-31 05:00:00.000000 UTC,Kingston,1620.0,5776
2022-02-22 05:00:00.000000 UTC,Kingston,2085.0,5778
2022-02-14 05:00:00.000000 UTC,Kingston,1865.0,5780
2022-02-18 05:00:00.000000 UTC,Kingston,1873.0,5791
2022-02-15 05:00:00.000000 UTC,Kingston,2614.0,5804
2022-02-16 05:00:00.000000 UTC,Kingston,2407.0,5816
2022-02-23 05:00:00.000000 UTC,Kingston,2142.0,5837
2022-02-24 05:00:00.000000 UTC,Kingston,2455.0,5849
2022-02-10 05:00:00.000000 UTC,Kingston,2501.0,5869
2022-02-06 05:00:00.000000 UTC,Kingston,356.0,5882
2022-02-25 05:00:00.000000 UTC,Kingston,1133.0,5886
2022-02-03 05:00:00.000000 UTC,Kingston,2443.0,5893
2022-02-19 05:00:00.000000 UTC,Kingston,407.0,5905
2022-02-11 05:00:00.000000 UTC,Kingston,1952.0,5920
2022-02-07 05:00:00.000000 UTC,Kingston,2334.0,5934
2022-02-04 05:00:00.000000 UTC,Kingston,2081.0,5953
2022-02-20 05:00:00.000000 UTC,Kingston,264.0,5955
2022-02-12 05:00:00.000000 UTC,Kingston,643.0,5968
2022-02-08 05:00:00.000000 UTC,Kingston,2696.0,5980
2022-02-21 05:00:00.000000 UTC,Kingston,429.0,5995
2022-02-26 05:00:00.000000 UTC,Kingston,422.0,6009
2022-02-27 05:00:00.000000 UTC,Kingston,356.0,6021
2022-02-28 05:00:00.000000 UTC,Kingston,2658.0,6033
2022-03-01 05:00:00.000000 UTC,Kingston,2736.0,6045
2022-03-14 04:00:00.000000 UTC,Kingston,2710.0,6052
2022-03-02 05:00:00.000000 UTC,Kingston,2248.0,6060
2022-03-03 05:00:00.000000 UTC,Kingston,2616.0,6072
2022-03-04 05:00:00.000000 UTC,Kingston,2333.0,6084
2022-03-10 05:00:00.000000 UTC,Kingston,2859.0,6106
2022-03-05 05:00:00.000000 UTC,Kingston,437.0,6111
2022-03-27 04:00:00.000000 UTC,Kingston,525.0,6119
2022-03-28 04:00:00.000000 UTC,Kingston,3622.0,6131
2022-03-29 04:00:00.000000 UTC,Kingston,3888.0,6143
2022-03-30 04:00:00.000000 UTC,Kingston,3749.0,6155
2022-03-06 05:00:00.000000 UTC,Kingston,490.0,6163
2022-03-07 05:00:00.000000 UTC,Kingston,2368.0,6175
2022-03-08 05:00:00.000000 UTC,Kingston,2951.0,6187
2022-03-19 04:00:00.000000 UTC,Kingston,420.0,6220
2022-03-23 04:00:00.000000 UTC,Kingston,4091.0,6221
2022-03-09 05:00:00.000000 UTC,Kingston,2600.0,6228
2022-03-24 04:00:00.000000 UTC,Kingston,3800.0,6249
2022-03-25 04:00:00.000000 UTC,Kingston,3467.0,6261
2022-03-15 04:00:00.000000 UTC,Kingston,2850.0,6279
2022-03-11 05:00:00.000000 UTC,Kingston,2304.0,6281
2022-03-26 04:00:00.000000 UTC,Kingston,581.0,6304
2022-03-20 04:00:00.000000 UTC,Kingston,900.0,6314
2022-03-16 04:00:00.000000 UTC,Kingston,2872.0,6326
2022-03-17 04:00:00.000000 UTC,Kingston,2795.0,6339
2022-03-18 04:00:00.000000 UTC,Kingston,2376.0,6351
2022-03-21 04:00:00.000000 UTC,Kingston,2415.0,6361
2022-03-12 05:00:00.000000 UTC,Kingston,453.0,6364
2022-03-22 04:00:00.000000 UTC,Kingston,3869.0,6383
2022-03-13 05:00:00.000000 UTC,Kingston,464.0,6388
2022-04-17 04:00:00.000000 UTC,Kingston,707.0,6407
2022-04-18 04:00:00.000000 UTC,Kingston,2502.0,6419
2022-04-19 04:00:00.000000 UTC,Kingston,3019.0,6431
2022-04-20 04:00:00.000000 UTC,Kingston,3412.0,6443
2022-04-08 04:00:00.000000 UTC,Kingston,3160.0,6451
2022-04-29 04:00:00.000000 UTC,Kingston,3183.0,6453
2022-04-21 04:00:00.000000 UTC,Kingston,3298.0,6461
2022-04-22 04:00:00.000000 UTC,Kingston,2715.0,6473
2022-04-23 04:00:00.000000 UTC,Kingston,1002.0,6485
2022-04-04 04:00:00.000000 UTC,Kingston,3635.0,6497
2022-04-25 04:00:00.000000 UTC,Kingston,3427.0,6500
2022-03-31 04:00:00.000000 UTC,Kingston,3815.0,6502
2022-04-13 04:00:00.000000 UTC,Kingston,3433.0,6540
2022-04-24 04:00:00.000000 UTC,Kingston,553.0,6550
2022-04-14 04:00:00.000000 UTC,Kingston,4143.0,6570
2022-04-15 04:00:00.000000 UTC,Kingston,3706.0,6582
2022-04-09 04:00:00.000000 UTC,Kingston,660.0,6600
2022-04-30 04:00:00.000000 UTC,Kingston,908.0,6602
2022-04-26 04:00:00.000000 UTC,Kingston,3609.0,6610
2022-04-05 04:00:00.000000 UTC,Kingston,3834.0,6611
2022-04-01 04:00:00.000000 UTC,Kingston,3479.0,6621
2022-04-16 04:00:00.000000 UTC,Kingston,786.0,6643
2022-04-10 04:00:00.000000 UTC,Kingston,455.0,6659
2022-04-11 04:00:00.000000 UTC,Kingston,3744.0,6672
2022-05-01 04:00:00.000000 UTC,Kingston,580.0,6681
2022-05-02 04:00:00.000000 UTC,Kingston,2820.0,6692
2022-05-03 04:00:00.000000 UTC,Kingston,3865.0,6704
2022-04-27 04:00:00.000000 UTC,Kingston,3755.0,6711
2022-04-02 04:00:00.000000 UTC,Kingston,620.0,6731
2022-04-06 04:00:00.000000 UTC,Kingston,3815.0,6732
2022-04-28 04:00:00.000000 UTC,Kingston,3708.0,6745
2022-04-12 04:00:00.000000 UTC,Kingston,4149.0,6754
2022-04-03 04:00:00.000000 UTC,Kingston,460.0,6776
2022-04-07 04:00:00.000000 UTC,Kingston,4222.0,6781
2022-05-21 04:00:00.000000 UTC,Kingston,779.0,6811
2022-05-22 04:00:00.000000 UTC,Kingston,749.0,6823
2022-05-23 04:00:00.000000 UTC,Kingston,3200.0,6835
2022-05-24 04:00:00.000000 UTC,Kingston,3132.0,6847
2022-05-12 04:00:00.000000 UTC,Kingston,3214.0,6853
2022-05-13 04:00:00.000000 UTC,Kingston,2782.0,6865
2022-05-14 04:00:00.000000 UTC,Kingston,703.0,6877
2022-05-15 04:00:00.000000 UTC,Kingston,725.0,6889
2022-05-04 04:00:00.000000 UTC,Kingston,3379.0,6911
2022-05-05 04:00:00.000000 UTC,Kingston,3570.0,6923
